Manufacturer,Model,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Car Age
DAEWOO,Lacetti,Petrol,1.6,130000.0,4.0,Automatic,Front,16
BMW,X5,Diesel,3,420794.0,6.0,Automatic,4x4,13
HYUNDAI,Sonata,Hybrid,2,280480.0,4.0,Automatic,Front,13
HONDA,Insight,Hybrid,1.3,150000.0,4.0,Variator,Front,15
HYUNDAI,H1,Diesel,2.5,237853.0,4.0,Automatic,Front,14
HONDA,Stream,Petrol,2,111000.0,4.0,Automatic,Front,24
HYUNDAI,Sonata,LPG,2,42000.0,4.0,Automatic,Front,10
CHEVROLET,Malibu,Diesel,2,60618.0,4.0,Automatic,Front,10
TOYOTA,Camry,Petrol,2.4,230400.0,4.0,Automatic,Front,16
NISSAN,Altima,Petrol,2.5,127918.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,Petrol,2.4,77000.0,4.0,Tiptronic,Front,9
HYUNDAI,Sonata,LPG,2,280016.0,4.0,Automatic,Front,9
HYUNDAI,Sonata,LPG,2,270874.0,4.0,Automatic,Front,9
TOYOTA,Prius,Hybrid,1.8,118000.0,4.0,Automatic,Front,12
HYUNDAI,Sonata,LPG,2,362868.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.8,85000.0,4.0,Tiptronic,Front,10
LEXUS,CT 200h,Hybrid,1.8,132563.0,4.0,Automatic,Front,11
LEXUS,RX 350,Petrol,3.5,138211.0,6.0,Automatic,4x4,15
HYUNDAI,Sonata,LPG,2,391625.0,4.0,Automatic,Front,10
HYUNDAI,Tucson,Diesel,1.7,38577.0,4.0,Automatic,Front,7
TOYOTA,Camry,Petrol,2.5,132800.0,6.0,Tiptronic,Rear,12
HYUNDAI,H1,Diesel,2.5,52686.0,4.0,Automatic,Front,14
LEXUS,RX 450,Hybrid,3.5,232357.0,6.0,Automatic,4x4,13
FORD,Transit,Diesel,2.4,253206.0,4.0,Manual,Rear,24
HONDA,FIT,Hybrid,1.5,76525.0,4.0,Automatic,Front,11
HYUNDAI,Tucson,Diesel,2,80000.0,4.0,Automatic,Front,9
SSANGYONG,REXTON,Diesel,2,186412.0,4.0,Automatic,Front,14
MERCEDES-BENZ,E 350,Diesel,3.5,230696.0,6.0,Automatic,4x4,14
MERCEDES-BENZ,Vito,Diesel,2.2 Turbo,285000.0,4.0,Manual,Rear,18
MITSUBISHI,I,Petrol,0.7,92000.0,3.0,Automatic,Front,14
SSANGYONG,Actyon,Diesel,2,120000.0,4.0,Automatic,Front,15
HYUNDAI,Tucson,Diesel,2,142000.0,4.0,Automatic,Front,14
HYUNDAI,H1,Diesel,2.5,42415.0,4.0,Automatic,Front,14
TOYOTA,Camry,Hybrid,2.5,51000.0,4.0,Automatic,Front,11
DAEWOO,Lacetti,Petrol,2,19999.0,4.0,Automatic,Front,16
TOYOTA,Camry,Hybrid,2.5,89000.0,4.0,Variator,Front,10
HONDA,FIT,Hybrid,1.5,114000.0,4.0,Automatic,Front,11
MERCEDES-BENZ,E 350,Diesel,3.5,95987.0,6.0,Automatic,4x4,11
VOLKSWAGEN,GTI,Petrol,2.0 Turbo,161000.0,4.0,Manual,Front,19
MITSUBISHI,Colt,Petrol,1.3,241589.0,4.0,Variator,Front,22
OPEL,Zafira,Petrol,1.8,260000.0,4.0,Manual,Front,25
FORD,Transit,Diesel,2.0 Turbo,195000.0,6.0,Manual,Front,22
VOLKSWAGEN,Jetta,Petrol,1.8 Turbo,55000.0,4.0,Tiptronic,Front,10
MITSUBISHI,Pajero Mini,Petrol,0.7,314000.0,3.0,Manual,4x4,19
FORD,C-MAX,Hybrid,2,120000.0,4.0,Tiptronic,Front,12
HONDA,FIT,Hybrid,1.3,157000.0,4.0,Tiptronic,Front,15
BMW,750,Petrol,4.8,240000.0,8.0,Tiptronic,Rear,20
TOYOTA,RAV 4 s p o r t,Petrol,2.5,76000.0,4.0,Tiptronic,4x4,8
LEXUS,RX 400,Hybrid,3.5,244731.0,6.0,Automatic,Front,17
MERCEDES-BENZ,E 250,Diesel,2.5,410918.0,2.0,Manual,Front,30
VOLKSWAGEN,Jetta,Petrol,2.5,156800.0,4.0,Automatic,Front,14
HONDA,FIT,Hybrid,1.3,188000.0,4.0,Automatic,Front,14
HYUNDAI,Sonata,Petrol,2,162558.0,4.0,Automatic,Front,12
TOYOTA,Prius C,Hybrid,1.5,130000.0,4.0,Automatic,Front,12
TOYOTA,Camry,Hybrid,2.5,83000.0,4.0,Variator,Front,13
AUDI,Q5,Petrol,3.2,150400.0,6.0,Tiptronic,4x4,15
LEXUS,RX 450,Hybrid,3.5,27038.0,6.0,Automatic,4x4,9
TOYOTA,Prius,Hybrid,1.8,284678.0,4.0,Automatic,Front,14
CHEVROLET,Cruze,Petrol,1.4 Turbo,121000.0,4.0,Tiptronic,Front,11
HYUNDAI,Sonata,Hybrid,2.4,224349.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.8,263392.0,4.0,Automatic,Front,11
FORD,Transit,Diesel,2.2 Turbo,280000.0,4.0,Manual,Front,18
TOYOTA,Camry,Hybrid,2.5,179381.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,2,284251.0,4.0,Automatic,Front,8
MERCEDES-BENZ,E 350,Petrol,3.5,133000.0,6.0,Automatic,Rear,13
CHEVROLET,Cruze,Petrol,1.4 Turbo,25304.0,4.0,Automatic,Front,7
CHEVROLET,Captiva,Diesel,2,71486.0,4.0,Automatic,Front,17
LEXUS,CT 200h,Hybrid,1.8,95590.0,4.0,Automatic,Front,14
HYUNDAI,Sonata,LPG,2,72369.0,4.0,Automatic,Front,10
LEXUS,GX 460,Petrol,4.6,155976.0,8.0,Automatic,4x4,9
HYUNDAI,Elantra,Petrol,1.6,147718.0,4.0,Automatic,Front,13
SUBARU,Outback,Petrol,2.5,1000.0,6.0,Tiptronic,4x4,22
TOYOTA,Camry,Hybrid,2.4,200000.0,4.0,Variator,Front,18
MERCEDES-BENZ,GLC 300,Petrol,2.0 Turbo,4500.0,6.0,Tiptronic,Rear,7
MERCEDES-BENZ,E 200,CNG,2,180003.0,4.0,Manual,Rear,27
LEXUS,CT 200h,Hybrid,1.8,192683.0,4.0,Automatic,Front,13
CHEVROLET,Lacetti,Petrol,1.8,152293.0,4.0,Automatic,Front,15
LINCOLN,Navigator,LPG,5.4,464000.0,8.0,Automatic,4x4,21
MERCEDES-BENZ,C 180,CNG,1.8,0.0,4.0,Manual,Front,28
TOYOTA,Aqua,Petrol,1.5,137350.0,4.0,Automatic,Front,10
LEXUS,GX 470,Petrol,4.6,202048.0,8.0,Automatic,4x4,14
MERCEDES-BENZ,GLA 250,Petrol,2,109555.0,4.0,Automatic,Front,9
TOYOTA,Corolla,Petrol,1.8,40000.0,4.0,Automatic,Front,11
FORD,Fusion Titanium,Petrol,2.0 Turbo,65000.0,4.0,Tiptronic,Front,9
HYUNDAI,Elantra,LPG,1.6,32510.0,4.0,Automatic,Front,8
HYUNDAI,H1,Diesel,2.5,25541.0,4.0,Automatic,Front,6
HYUNDAI,Genesis,Petrol,2,153651.0,4.0,Automatic,Front,14
SUZUKI,Jimny,Petrol,1.3,125000.0,4.0,Manual,4x4,25
HYUNDAI,Tucson,Diesel,2,160000.0,4.0,Automatic,Front,13
CHEVROLET,Cruze,Diesel,1.6,28515.0,4.0,Automatic,Front,7
CHEVROLET,Aveo,Petrol,1.6,94923.0,4.0,Automatic,Front,13
BMW,X6,Petrol,4.4,147677.0,8.0,Automatic,4x4,14
TOYOTA,Prius,Hybrid,1.8,160000.0,4.0,Tiptronic,Front,14
HYUNDAI,Tucson,Diesel,2,1217.0,4.0,Automatic,Front,6
TOYOTA,Prius,Hybrid,1.8,256000.0,6.0,Automatic,Front,15
TOYOTA,Aqua S,Hybrid,1.5,137000.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.8,141000.0,4.0,Automatic,Front,14
HYUNDAI,Sonata,Petrol,2,58414.0,4.0,Automatic,Front,8
HYUNDAI,Santa FE,Diesel,2,93555.0,4.0,Automatic,Front,10
HYUNDAI,Elantra,Petrol,1.8,64800.0,4.0,Tiptronic,Front,12
FORD,Escape,Petrol,2.0 Turbo,127000.0,4.0,Tiptronic,4x4,11
MERCEDES-BENZ,GLA 250,Petrol,2,69555.0,4.0,Automatic,Front,10
LEXUS,NX 200,Petrol,2.0 Turbo,35000.0,4.0,Tiptronic,Front,8
OPEL,Astra,Diesel,1.3 Turbo,27000.0,16.0,Manual,Front,19
RENAULT,Laguna,Petrol,2,32000.0,4.0,Manual,Front,30
KIA,Optima,Hybrid,2.4,0.0,4.0,Automatic,Front,12
HYUNDAI,Elantra,Petrol,2,47294.0,4.0,Automatic,Front,7
HONDA,Insight,Hybrid,1.3,149970.0,4.0,Automatic,Front,11
VOLKSWAGEN,Jetta,Petrol,1.8 Turbo,102400.0,4.0,Automatic,Front,10
MERCEDES-BENZ,GLE 350,Petrol,3.5,39814.0,6.0,Automatic,Rear,8
TOYOTA,Prius,Hybrid,1.8,174000.0,4.0,Variator,Front,16
TOYOTA,Highlander,Petrol,3.5,125605.0,6.0,Automatic,4x4,12
HONDA,Shuttle,Hybrid,1.3,150000.0,4.0,Automatic,Front,12
CHEVROLET,Orlando,Diesel,2,228570.0,4.0,Automatic,Front,13
FORD,C-MAX,Hybrid,2,128205.0,4.0,Automatic,Front,13
MERCEDES-BENZ,C 240,Petrol,2.4,2000.0,6.0,Tiptronic,Rear,23
SUBARU,Legacy,Petrol,3,138000.0,6.0,Tiptronic,4x4,17
MERCEDES-BENZ,E 320,Petrol,3.2,205500.0,6.0,Tiptronic,Rear,21
BMW,318,Petrol,1.8,1000.0,4.0,Manual,Rear,29
BMW,X5,Diesel,3,229966.0,6.0,Automatic,4x4,13
HYUNDAI,H1,Diesel,2.5,137000.0,4.0,Automatic,Front,8
TOYOTA,Highlander,Hybrid,3.5,368064.0,6.0,Automatic,4x4,14
NISSAN,Elgrand,LPG,3.5,155000.0,6.0,Tiptronic,4x4,22
SSANGYONG,Actyon,Diesel,1.6,59272.0,4.0,Automatic,Front,9
HONDA,FIT,Petrol,1.5,216000.0,4.0,Tiptronic,Front,13
MERCEDES-BENZ,C 300,Petrol,3,86000.0,6.0,Tiptronic,4x4,13
TOYOTA,Land Cruiser Prado,Petrol,2.7,120.0,4.0,Automatic,4x4,6
HYUNDAI,Santa FE,Diesel,2,143166.0,4.0,Automatic,Front,14
LEXUS,GX 470,Petrol,4.6,273493.0,8.0,Automatic,4x4,10
HYUNDAI,Elantra,Petrol,1.6,68243.0,4.0,Automatic,Front,10
LEXUS,GX 470,CNG,4.7,180000.0,8.0,Automatic,4x4,19
FORD,Transit,Diesel,2.2 Turbo,141000.0,4.0,Manual,Front,13
MERCEDES-BENZ,E 350,Diesel,3.5,119379.0,6.0,Automatic,4x4,14
MERCEDES-BENZ,E 300,Petrol,2,26802.0,4.0,Automatic,Rear,8
FORD,C-MAX,Hybrid,2,272000.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.6,31691.0,4.0,Automatic,Front,12
BMW,328 Xdrive,Petrol,3,120000.0,6.0,Tiptronic,4x4,14
LEXUS,GX 470,Petrol,4.7,263190.0,8.0,Automatic,4x4,17
TOYOTA,Camry,Petrol,2.5,1440000.0,4.0,Automatic,Front,11
MERCEDES-BENZ,E 240,CNG,2.4,0.0,4.0,Automatic,Rear,27
FORD,Taurus,LPG,3.7,290000.0,6.0,Automatic,4x4,11
HYUNDAI,Veloster,Petrol,1.6,73600.0,4.0,Manual,Front,14
CHEVROLET,Orlando,Diesel,2,79749.0,4.0,Automatic,Front,13
TOYOTA,Camry,Hybrid,2.5,35058.0,4.0,Automatic,Front,7
CHEVROLET,Equinox,Petrol,2.4,251514.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,Hybrid,2.4 Turbo,20000.0,2.0,Tiptronic,Front,12
HYUNDAI,Sonata,LPG,2,38206.0,4.0,Automatic,Front,9
MAZDA,CX-7,Petrol,2.5,183728.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.8,110990.0,4.0,Automatic,Front,13
RENAULT,Twingo,Petrol,1.2,777.0,4.0,Manual,Front,24
HYUNDAI,Tucson,Diesel,2,171344.0,4.0,Automatic,Front,15
BMW,535 M PAKET,Petrol,3,58450.0,6.0,Tiptronic,Rear,13
LEXUS,CT 200h,Hybrid,1.8,65989.0,4.0,Automatic,Front,12
MITSUBISHI,Pajero,CNG,3,430000.0,6.0,Manual,4x4,32
TOYOTA,Camry,Petrol,2.5,125000.0,4.0,Tiptronic,Front,11
LEXUS,GX 470,Petrol,4.7,218126.0,8.0,Automatic,4x4,17
MERCEDES-BENZ,S 500 long,Petrol,5,167000.0,8.0,Automatic,Rear,28
TOYOTA,Camry,Hybrid,2.5,109798.0,4.0,Automatic,Front,11
BMW,318,Petrol,1.8,545654.0,4.0,Manual,Rear,28
TOYOTA,Vitz,Petrol,1.3,130000.0,4.0,Automatic,4x4,13
HYUNDAI,Genesis,Petrol,3.8,151977.0,4.0,Automatic,Front,15
LEXUS,RX 450,Hybrid,3.5,143619.0,6.0,Automatic,4x4,10
HYUNDAI,Sonata,Petrol,2,676825.0,4.0,Automatic,Front,10
SSANGYONG,Korando,Diesel,2,135490.0,4.0,Automatic,Front,13
LEXUS,CT 200h,Hybrid,1.8,115347.0,4.0,Automatic,Front,10
BMW,525,Petrol,2.5,320000.0,6.0,Tiptronic,Rear,25
HYUNDAI,Elantra,Petrol,1.8,107155.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.8,140082.0,4.0,Automatic,Front,11
TOYOTA,Camry,Hybrid,2.5,249422.0,4.0,Automatic,Front,13
OPEL,Vectra,Petrol,2,200000.0,4.0,Manual,Front,28
TOYOTA,Corolla,Hybrid,1.5,100000.0,4.0,Variator,Front,11
MERCEDES-BENZ,ML 350,Diesel,3,213998.0,6.0,Automatic,4x4,17
TOYOTA,Aqua,Petrol,1.5,52500.0,4.0,Automatic,Front,12
MERCEDES-BENZ,E 350,Diesel,3.5,219030.0,6.0,Automatic,4x4,11
LEXUS,GX 460,Petrol,4.6,102907.0,8.0,Automatic,4x4,10
FORD,Fusion,Hybrid,2,186048.0,4.0,Automatic,Front,11
MERCEDES-BENZ,E 350,Diesel,3.5,149486.0,6.0,Automatic,4x4,11
AUDI,A4 premium,Petrol,2,168000.0,4.0,Automatic,4x4,15
FORD,Galaxy,Petrol,2.2,11111.0,5.0,Automatic,Front,24
HYUNDAI,Tucson,Diesel,1.7,97880.0,4.0,Automatic,Front,8
TOYOTA,Prius C,Hybrid,1.5,175000.0,4.0,Automatic,Front,13
SUZUKI,Kizashi,Petrol,2.4,263157.0,4.0,Tiptronic,Front,15
HYUNDAI,Tucson,Petrol,2.4,128000.0,4.0,Tiptronic,4x4,11
TOYOTA,Prius,Hybrid,1.8,105328.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.8,160000.0,4.0,Automatic,Front,11
TOYOTA,Camry,Hybrid,2.5,136861.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.5,210452.0,4.0,Variator,Front,17
HONDA,FIT,Petrol,1.3,185000.0,4.0,Automatic,Front,14
VOLKSWAGEN,Golf 4,Petrol,1.8,30000.0,4.0,Automatic,Front,27
FORD,Fusion,Hybrid,2,137328.0,4.0,Automatic,Front,11
BMW,X5,Petrol,3.0 Turbo,129600.0,6.0,Tiptronic,4x4,14
FORD,Escape,Hybrid,0.4,220474.0,4.0,Automatic,Front,17
TOYOTA,CHR,Petrol,2,19968.0,4.0,Automatic,Front,6
BMW,328,Diesel,2,250491.0,4.0,Automatic,Rear,11
FORD,Fusion,Petrol,1.6 Turbo,46000.0,4.0,Tiptronic,Front,12
HYUNDAI,Sonata,Petrol,2,163374.0,4.0,Automatic,Front,14
HONDA,Element,Petrol,2.4,120000.0,4.0,Automatic,4x4,16
CITROEN,C1,Petrol,1,233700.0,4.0,Manual,Front,14
NISSAN,X-Trail,Petrol,2,121856.0,4.0,Automatic,4x4,21
CHEVROLET,Orlando,Diesel,2,137433.0,4.0,Automatic,Front,13
KIA,RIO,Petrol,1.6,137000.0,4.0,Automatic,Front,12
LEXUS,CT 200h,Hybrid,1.8,94949.0,4.0,Automatic,Front,10
FORD,Mustang,Petrol,3.7,111111.0,6.0,Manual,Rear,12
LAND ROVER,Discovery,Diesel,2.5 Turbo,200000.0,4.0,Manual,4x4,30
HONDA,Civic,Petrol,2,0.0,4.0,Automatic,Front,7
SSANGYONG,Actyon,Diesel,1.6,48910.0,4.0,Automatic,Front,9
MERCEDES-BENZ,C 240,Petrol,2.6,0.0,6.0,Tiptronic,Rear,24
TOYOTA,Camry,Hybrid,2.5,493571.0,4.0,Automatic,Front,12
VOLKSWAGEN,Vento,Diesel,1.9 Turbo,85000.0,4.0,Manual,Front,31
MERCEDES-BENZ,C 200 2.0,Petrol,2,183000.0,4.0,Tiptronic,Rear,24
HONDA,Civic,Petrol,1.5,58282.0,4.0,Automatic,Front,8
VOLKSWAGEN,Jetta,CNG,2,284000.0,4.0,Manual,Front,26
VOLKSWAGEN,Jetta,Petrol,2.5,110000.0,4.0,Tiptronic,Front,15
BMW,X5,Petrol,4.8,210000.0,8.0,Tiptronic,4x4,18
OPEL,Astra,Petrol,1.6,171000.0,4.0,Manual,Front,21
HYUNDAI,Sonata,Petrol,2.4,77000.0,4.0,Tiptronic,Front,12
BMW,530,Petrol,3.0 Turbo,170000.0,6.0,Tiptronic,Rear,20
HONDA,FIT,Hybrid,1.3,127000.0,4.0,Variator,Front,14
HYUNDAI,Santa FE,Diesel,2,153958.0,4.0,Automatic,Front,10
BMW,325,Petrol,2.5,346080.0,6.0,Tiptronic,Rear,21
VOLKSWAGEN,Jetta,Petrol,1.4 Turbo,36000.0,4.0,Tiptronic,Front,9
TOYOTA,Prius,Hybrid,1.8,200000.0,4.0,Automatic,Front,17
MERCEDES-BENZ,ML 550 4.7,Petrol,4.7 Turbo,167000.0,8.0,Tiptronic,4x4,13
HONDA,Civic,Petrol,2.4,78006.0,4.0,Automatic,Front,10
HYUNDAI,Tucson,Diesel,1.7,71867.0,4.0,Automatic,Front,9
TOYOTA,Prius,Hybrid,1.5,113000.0,4.0,Automatic,Front,18
TOYOTA,Corolla IM,Petrol,1.8,102500.0,4.0,Automatic,Front,9
TOYOTA,Camry,Petrol,2.5,101000.0,4.0,Tiptronic,Front,12
MERCEDES-BENZ,CLK 240,Petrol,2.4,89000.0,4.0,Tiptronic,Rear,21
DAEWOO,Lacetti,Petrol,1.9,44521.0,4.0,Automatic,Front,16
FORD,Fiesta,Petrol,1.6,160000.0,4.0,Tiptronic,Front,12
HYUNDAI,Elantra,Petrol,1.8,136000.0,4.0,Tiptronic,Front,13
FORD,Transit,Diesel,2.4 Turbo,350000.0,4.0,Manual,Rear,18
HONDA,FIT,Hybrid,1.5,121000.0,4.0,Variator,Front,11
MINI,Cooper,Petrol,1.6 Turbo,56000.0,4.0,Manual,Front,12
OPEL,Combo,Diesel,1.7,171339.0,4.0,Manual,Front,22
HYUNDAI,Sonata,Hybrid,2.4,123862.0,4.0,Automatic,Front,13
TOYOTA,RAV 4,Petrol,2.5,99200.0,4.0,Tiptronic,4x4,9
BMW,520,CNG,2.5,260000.0,6.0,Tiptronic,Rear,22
DODGE,Challenger,Petrol,3.6,112000.0,6.0,Tiptronic,Rear,13
MERCEDES-BENZ,E 200,CNG,2,0.0,4.0,Manual,Rear,32
MERCEDES-BENZ,C 220,Petrol,2.2,444000.0,4.0,Automatic,Front,30
BMW,328,Petrol,3,157000.0,6.0,Tiptronic,4x4,15
MERCEDES-BENZ,C 180,Petrol,2,136000.0,4.0,Tiptronic,Rear,25
LEXUS,GX 460,Petrol,4.6,129931.0,8.0,Automatic,4x4,10
HYUNDAI,Sonata,LPG,2,348486.0,4.0,Automatic,Front,10
LEXUS,RX 300,Petrol,3.0 Turbo,201000.0,6.0,Automatic,4x4,23
TOYOTA,RAV 4,Petrol,2.5,34454.0,4.0,Automatic,Front,8
HYUNDAI,Sonata,Petrol,2,200867.0,4.0,Automatic,Front,14
AUDI,A4,Petrol,3,11111.0,6.0,Automatic,4x4,23
TOYOTA,Prius,Hybrid,1.8,140414.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.6,87534.0,4.0,Automatic,Front,10
KIA,Optima,Petrol,2.0 Turbo,91000.0,4.0,Automatic,Front,12
MERCEDES-BENZ,ML 350,Diesel,3.5,224118.0,6.0,Automatic,4x4,13
HYUNDAI,H1,Diesel,2.5,124850.0,4.0,Automatic,Front,15
AUDI,A4,Petrol,2,162032.0,4.0,Automatic,Front,11
TOYOTA,Prius,Hybrid,1.8,265315.0,4.0,Automatic,Front,15
HYUNDAI,Sonata,Petrol,2.4,234618.0,4.0,Automatic,Front,10
CHEVROLET,Orlando,Diesel,1.6,125774.0,4.0,Automatic,Front,9
BMW,320,Petrol,2.2,190000.0,6.0,Tiptronic,Rear,22
TOYOTA,Prius,Hybrid,1.8,161000.0,4.0,Variator,Front,14
TOYOTA,RAV 4,Petrol,2.5,32000.0,6.0,Automatic,Front,8
TOYOTA,Prius,Hybrid,1.8,80000.0,4.0,Tiptronic,Front,9
HYUNDAI,Elantra,Petrol,1.6,130814.0,4.0,Automatic,Front,15
HYUNDAI,Santa FE,Diesel,2,109446.0,4.0,Automatic,Front,9
TOYOTA,RAV 4,Petrol,2,140000.0,4.0,Manual,4x4,23
HYUNDAI,Tucson,Diesel,1.7,143544.0,4.0,Automatic,Front,8
FORD,Transit,Diesel,2.4,0.0,4.0,Manual,Rear,26
HYUNDAI,Sonata,LPG,2,418369.0,4.0,Automatic,Front,11
BMW,525,CNG,2.5,157000.0,6.0,Manual,Rear,25
HYUNDAI,Elantra,Petrol,1.6,84800.0,4.0,Tiptronic,Front,12
TOYOTA,Prius,Hybrid,1.8,187334.0,4.0,Automatic,Front,11
MERCEDES-BENZ,E 350,Petrol,3.5,220000.0,6.0,Tiptronic,Rear,19
LEXUS,RX 400 HYBRID,Hybrid,3.3,119000.0,6.0,Automatic,4x4,17
TOYOTA,Corolla verso,Diesel,2.2 Turbo,112000.0,4.0,Manual,Front,18
HYUNDAI,H1,Diesel,2.5,51831.0,4.0,Automatic,Front,9
TOYOTA,Camry,Hybrid,2.5 Turbo,3000.0,4.0,Tiptronic,Front,6
MITSUBISHI,Pajero IO,Petrol,1.8,200000.0,4.0,Automatic,4x4,27
LEXUS,GX 460,Petrol,4.6,150909.0,8.0,Automatic,4x4,13
MERCEDES-BENZ,E 200,Petrol,2,318406.0,4.0,Manual,Rear,26
BMW,528 i,Petrol,3,190000.0,6.0,Tiptronic,Rear,17
TOYOTA,Tacoma,Petrol,3.5,174827.0,6.0,Automatic,4x4,8
BMW,X5,Petrol,4.4,139363.0,8.0,Automatic,4x4,14
HYUNDAI,Sonata,LPG,2,547288.0,4.0,Automatic,Front,9
AUDI,A4,Petrol,2,123640.0,4.0,Automatic,4x4,11
AUDI,Q5,Petrol,2,75186.0,4.0,Automatic,4x4,8
DAEWOO,Lacetti,Diesel,2,39031.0,4.0,Automatic,Front,16
SSANGYONG,Actyon,Diesel,2,102000.0,4.0,Automatic,Front,14
HONDA,Odyssey,LPG,2.4,20000.0,4.0,Variator,Front,17
MITSUBISHI,L 200,Diesel,2.4,175000.0,4.0,Manual,4x4,15
SSANGYONG,REXTON,Diesel,2,67861.0,4.0,Automatic,Front,11
HONDA,FIT,Hybrid,1.3,14590.0,4.0,Automatic,Front,14
HYUNDAI,Elantra,Petrol,1.8,89962.0,4.0,Automatic,Front,12
TOYOTA,Camry,Hybrid,2.5,190549.0,4.0,Automatic,Front,12
HYUNDAI,Tucson,Petrol,2,270000.0,4.0,Manual,4x4,17
HONDA,Insight EX,Hybrid,1.3,150000.0,4.0,Variator,Front,14
HYUNDAI,Elantra,Petrol,1.6,36239.0,4.0,Automatic,Front,13
TOYOTA,Camry,Hybrid,2.5,190549.0,4.0,Automatic,Front,12
FORD,Fiesta 1.6,Petrol,1.6,134400.0,3.0,Automatic,Front,11
SSANGYONG,Actyon,Diesel,2,127500.0,4.0,Automatic,Front,15
FORD,Focus,Petrol,2,2012.0,4.0,Tiptronic,Front,13
HYUNDAI,Elantra,Petrol,1.8,157859.0,4.0,Automatic,Front,12
HYUNDAI,Santa FE,Petrol,2.4,245653.0,4.0,Automatic,Front,10
FORD,C-MAX,Plug-in Hybrid,2,0.0,4.0,Automatic,Front,9
NISSAN,Teana,Petrol,2.3,160000.0,6.0,Automatic,Front,21
DAEWOO,Lacetti,Petrol,1.6,50549.0,4.0,Automatic,Front,16
CHEVROLET,Matiz,Petrol,0.8,134863.0,4.0,Automatic,Front,18
HYUNDAI,Sonata,LPG,2,72000.0,4.0,Tiptronic,Front,14
DAEWOO,Lacetti,Petrol,1.8,46527.0,4.0,Automatic,Front,15
TOYOTA,Highlander,Hybrid,3.5,166560.0,6.0,Automatic,4x4,11
HONDA,Civic,Petrol,1.8,87000.0,4.0,Automatic,Front,12
SSANGYONG,Korando,Diesel,2,125926.0,4.0,Automatic,Front,13
CHEVROLET,Malibu,Petrol,2,65006.0,4.0,Automatic,Front,13
HYUNDAI,Tucson,Diesel,2,134312.0,4.0,Automatic,Front,14
MAZDA,Mazda 3,Petrol,1.6,11111.0,4.0,Automatic,Front,19
TOYOTA,Camry,Hybrid,2.5,232032.0,4.0,Automatic,Front,12
OPEL,Corsa,Petrol,1.4,280000.0,4.0,Manual,Front,29
BMW,328,Petrol,2.0 Turbo,74000.0,4.0,Tiptronic,Rear,11
HONDA,FIT,Hybrid,1.5,94500.0,4.0,Automatic,Front,12
RENAULT,Scenic,Diesel,1.5 Turbo,240000.0,4.0,Manual,Front,18
BMW,525,Petrol,2.5,100000.0,6.0,Manual,Rear,27
CHEVROLET,Captiva,Diesel,2,61232.0,4.0,Automatic,Front,15
BMW,320,Diesel,2.0 Turbo,284000.0,4.0,Manual,Rear,20
FORD,C-MAX,Hybrid,2,200925.0,4.0,Variator,Front,12
LEXUS,NX 200,Petrol,2,109336.0,4.0,Automatic,4x4,10
CHEVROLET,Spark,Petrol,1,31970.0,4.0,Automatic,Front,9
HYUNDAI,Elantra,Petrol,1.8,117000.0,4.0,Tiptronic,Front,12
TOYOTA,Aqua,Hybrid,1.5,111111.0,4.0,Automatic,Front,13
NISSAN,March,Petrol,1.4,177000.0,4.0,Automatic,Front,21
MERCEDES-BENZ,GLA 250,Petrol,2,37786.0,4.0,Automatic,4x4,10
SSANGYONG,REXTON,Diesel,2,152847.0,4.0,Automatic,Front,12
HYUNDAI,Santa FE,Diesel,2.2,78305.0,4.0,Automatic,Front,14
HYUNDAI,Tucson,Petrol,2.4,221126.0,4.0,Automatic,Front,13
LEXUS,HS 250h Hybrid,Hybrid,2.4,64000.0,4.0,Automatic,Front,15
HONDA,FIT,Petrol,1.3,155000.0,4.0,Automatic,Front,22
HYUNDAI,Elantra,Petrol,2,29496.0,4.0,Automatic,Front,6
TOYOTA,Prius,Hybrid,1.8,1000.0,4.0,Variator,Front,13
HYUNDAI,Sonata,Hybrid,2.4,224349.0,4.0,Automatic,Front,14
VOLKSWAGEN,Jetta,Petrol,2,137000.0,4.0,Manual,Front,22
TOYOTA,RAV 4,Petrol,2.5,50000.0,4.0,Automatic,4x4,8
DODGE,Journey,Petrol,3.5,243477.0,6.0,Automatic,Front,15
LEXUS,GX 470,Petrol,4.7,146000.0,8.0,Automatic,4x4,17
HYUNDAI,Tucson,Petrol,2,0.0,4.0,Automatic,Front,10
HYUNDAI,Sonata SPORT,Petrol,2.4,67840.0,4.0,Tiptronic,Front,10
